id_municipio,ano,indice_atendimento_total_agua,indice_atendimento_esgoto_agua,indice_coleta_esgoto,indice_tratamento_esgoto,indice_perda_distribuicao_agua,indice_consumo_agua_per_capita,extensao_rede_agua,extensao_rede_esgoto,quantidade_ligacao_ativa_agua,quantidade_ligacao_ativa_esgoto,investimento_total_municipio,indice_saneamento_0_100,ranking_saneamento,prioridade_intervencao,investimento_norm_0_1,risco_saneamento_baixo_investimento
3523800,2022,78.56,77.08,91.65,100.0,27.2,167.2,21.9,21.61,2888.0,2785.0,0.0,82.65437203290821,382.0,262.0,0.0,0.1734562796709178
3523909,2022,80.61,76.74,95.14,100.0,56.71,153.9,849.39,549.94,58021.0,55584.0,0.0,80.33515241805839,414.0,230.0,0.0,0.19664847581941614
3526308,2022,45.56,44.74,100.0,100.0,29.15,161.4,17.08,14.77,1575.0,1543.0,0.0,66.88098374482801,560.0,84.0,0.0,0.33119016255171985
3526803,2022,98.78,98.78,98.07,100.0,22.38,357.2,342.0,278.0,26940.0,26512.0,0.0,96.09476273768416,31.0,613.0,0.0,0.039052372623158416
3528106,2022,99.72,99.72,80.01,0.0,14.47,332.6,65.5,70.6,3352.0,3141.0,0.0,70.91936392998109,523.0,121.0,0.0,0.29080636070018917
3530409,2022,80.1,80.1,93.96,100.0,14.93,450.6,19.0,18.0,1662.0,1343.0,0.0,85.95701587670456,312.0,332.0,0.0,0.14042984123295443
3540309,2022,93.0,92.12,97.53,100.0,6.03,206.0,9.54,11.55,1136.0,1124.0,0.0,94.64989238146654,61.0,583.0,0.0,0.05350107618533462
3541000,2022,96.79,82.54,72.58,100.0,32.62,200.1,1040.21,708.59,114515.0,75215.0,0.0,83.78058691160302,364.0,280.0,0.0,0.16219413088396972
3542909,2022,100.0,100.0,100.0,0.0,13.97,182.1,15.0,15.0,4766.0,4287.0,0.0,76.04596675220353,468.0,176.0,0.0,0.2395403324779647
3544707,2022,76.27,71.99,100.0,100.0,26.98,161.0,11.65,14.29,869.0,815.0,0.0,82.77349409329217,379.0,265.0,0.0,0.17226505906707823
3550308,2022,99.29,97.31,75.24,97.14,30.07,167.1,23804.22,18707.75,3308131.0,2997737.0,0.0,88.6529993719758,248.0,396.0,0.0,0.11347000628024206
3550506,2022,99.14,70.93,85.48,100.0,2.36,230.2,36.0,31.0,2771.0,2513.0,0.0,88.33476625518459,257.0,387.0,0.0,0.11665233744815406
3500105,2022,100.0,99.89,100.0,100.0,23.85,188.1,212.86,165.54,16123.0,16022.0,0.0,97.01477717585834,21.0,623.0,0.0,0.029852228241416534
3505906,2022,89.86,89.61,80.83,99.9,11.76,402.9,304.0,284.0,25111.0,24862.0,1304325.36,88.2865552064001,258.0,386.0,0.04916043055349196,0.11137606804281973
3506904,2022,49.5,44.12,93.65,100.0,15.64,181.9,39.55,30.81,3341.0,2982.0,0.0,67.92819242566239,551.0,93.0,0.0,0.3207180757433761
3510153,2022,91.21,91.21,96.03,50.02,60.0,137.4,24.0,24.0,2504.0,2364.0,42734.4,75.74988520009,474.0,170.0,0.0016106728948712204,0.24211055797304262
3512001,2022,90.33,90.33,92.27,100.0,33.67,235.6,155.33,142.75,7484.0,7446.0,136158.6,88.72280750599515,244.0,400.0,0.005131860197489904,0.11219319518705435
3513900,2022,60.75,56.45,83.66,87.89,19.99,184.9,42.48,27.84,3502.0,3112.0,0.0,68.57628749084726,545.0,99.0,0.0,0.31423712509152735
3515194,2022,85.25,85.25,97.91,100.0,33.87,157.3,14.35,14.59,1569.0,1563.0,0.0,87.3510969765429,282.0,362.0,0.0,0.12648903023457092
3517604,2022,57.93,34.92,56.53,93.2,30.93,131.0,103.38,24.58,4579.0,2502.0,0.0,55.345046692065644,616.0,28.0,0.0,0.44654953307934353
3529104,2022,85.11,83.49,98.33,100.0,7.93,181.5,8.57,9.38,754.0,740.0,0.0,90.17315685218298,198.0,446.0,0.0,0.0982684314781701
3531803,2022,98.18,83.7,80.16,100.0,25.02,164.1,198.54,174.1,25535.0,21039.0,0.0,87.27411045725376,283.0,361.0,0.0,0.1272588954274625
3534708,2022,97.42,96.54,80.02,84.58,57.86,170.4,649.1,528.73,43650.0,43304.0,0.0,82.87194711955006,377.0,267.0,0.0,0.1712805288044994
3554409,2022,96.93,97.41,100.0,100.0,17.3,173.7,35.89,29.19,3115.0,3260.0,0.0,96.32843709618948,25.0,619.0,0.0,0.03671562903810521
3501509,2022,95.81,94.35,100.0,100.0,26.02,139.8,19.03,16.45,1139.0,1111.0,0.0,94.14000799180316,69.0,575.0,0.0,0.05859992008196846
3506003,2022,100.0,100.0,74.03,5.0,40.58,208.0,1750.33,1443.96,134497.0,133423.0,0.0,67.47435869587756,553.0,91.0,0.0,0.32525641304122443
3509601,2022,79.56,67.77,79.53,100.0,33.04,153.1,325.99,189.25,24132.0,19443.0,0.0,76.80631776853815,458.0,186.0,0.0,0.23193682231461854
3518305,2022,65.62,50.44,64.86,100.0,35.74,161.4,154.08,42.4,9499.0,6659.0,0.0,64.48272540952904,582.0,62.0,0.0,0.3551727459047096
3522901,2022,99.97,99.97,100.0,49.95,24.38,174.9,57.0,57.0,5619.0,5144.0,1641640.0,85.83933439860377,317.0,327.0,0.061873924780420225,0.13284489643134753
3531100,2022,95.08,85.35,91.2,100.0,28.58,219.3,445.53,350.11,41711.0,36090.0,0.0,89.11467989960178,223.0,421.0,0.0,0.10885320100398221
3535606,2022,76.96,48.87,51.68,38.67,27.03,136.0,60.72,43.14,5083.0,2925.0,0.0,51.435915485947724,623.0,21.0,0.0,0.48564084514052275
3539202,2022,100.0,94.37,97.04,100.0,20.89,155.0,138.09,110.29,10641.0,10079.0,0.0,95.21770969336222,51.0,593.0,0.0,0.04782290306637771
3545803,2022,99.25,98.74,100.0,100.0,54.14,171.1,846.04,722.71,71971.0,72466.0,0.0,92.75220320356308,119.0,525.0,0.0,0.07247796796436912
3548005,2022,90.65,90.43,69.8,100.0,43.33,167.5,96.0,90.0,8510.0,7468.0,1438311.95,82.11662542735597,391.0,253.0,0.05421042701510656,0.16913909200589897
3548906,2022,100.0,100.0,91.35,96.62,41.66,261.1,1061.27,991.09,121873.0,120848.0,0.0,91.95809540390621,144.0,500.0,0.0,0.08041904596093785
3549706,2022,100.0,100.0,93.56,13.99,28.57,165.5,275.0,258.0,22329.0,20425.0,0.0,75.76185825239588,473.0,171.0,0.0,0.24238141747604114
3552502,2022,93.74,88.78,77.67,71.49,23.05,140.3,989.69,695.77,87126.0,78969.0,0.0,80.65891657436832,412.0,232.0,0.0,0.19341083425631678
3501400,2022,71.13,92.01,99.99,100.0,11.94,129.4,14.9,17.51,1231.0,1194.0,0.0,88.41682794379494,252.0,392.0,0.0,0.1158317205620506
3505807,2022,83.97,83.77,100.0,100.0,19.0,171.3,85.38,79.98,7364.0,7350.0,0.0,88.96748350576256,233.0,411.0,0.0,0.11032516494237443
3507605,2022,86.04,79.57,70.81,100.0,19.25,175.3,915.84,557.29,59483.0,53074.0,0.0,81.24322328518419,400.0,244.0,0.0,0.18756776714815815
3509502,2022,99.69,95.89,89.21,90.04,20.19,185.2,4818.91,4428.59,382901.0,353446.0,0.0,91.47576578556885,159.0,485.0,0.0,0.08524234214431148
3512407,2022,97.41,100.0,73.05,100.0,45.42,163.0,65.01,66.0,9309.0,8813.0,0.0,87.02494331434958,290.0,354.0,0.0,0.1297505668565041
3514908,2022,75.43,73.99,100.0,100.0,19.93,170.2,87.35,75.28,5963.0,5768.0,0.0,83.9344924927035,361.0,283.0,0.0,0.16065507507296506
3515608,2022,89.55,88.4,99.99,100.0,14.74,180.5,54.71,40.67,2539.0,2514.0,0.0,92.24829780967313,133.0,511.0,0.0,0.0775170219032687
3519253,2022,63.4,62.33,99.99,100.0,24.68,126.0,18.62,16.88,1393.0,1361.0,0.0,76.96660349593898,457.0,187.0,0.0,0.2303339650406102
3536208,2022,68.19,62.58,94.09,100.0,28.36,160.9,72.23,66.55,6040.0,5305.0,0.0,76.45600450584853,463.0,181.0,0.0,0.2354399549415147
3544103,2022,84.98,66.47,100.0,83.68,29.97,117.6,175.41,110.49,13316.0,9372.0,0.0,79.75983942824023,420.0,224.0,0.0,0.2024016057175977
3554904,2022,95.37,87.29,100.0,100.0,13.54,203.2,74.5,51.8,3127.0,2869.0,0.0,93.72774982415125,87.0,557.0,0.0,0.06272250175848759
3556453,2022,96.93,45.94,29.47,34.45,33.12,125.1,362.97,89.02,14514.0,5602.0,0.0,49.06968098698035,627.0,17.0,0.0,0.5093031901301965
3503000,2022,99.98,99.98,81.22,100.0,40.08,581.2,30.04,29.0,2157.0,2157.0,0.0,90.40414510364491,190.0,454.0,0.0,0.09595854896355094
3549607,2022,89.46,89.46,100.0,0.0,12.5,262.5,13.0,12.0,1286.0,1286.0,0.0,70.5570385267317,527.0,117.0,0.0,0.29442961473268303
3549300,2022,80.15,80.15,100.0,80.0,8.68,308.7,24.0,24.0,1061.0,1061.0,0.0,83.79902374518386,363.0,281.0,0.0,0.16200976254816135
3513603,2022,55.68,28.2,42.76,50.0,0.0,296.5,67.0,31.0,4366.0,4366.0,346978.55,43.820582447521566,633.0,11.0,0.013077730015788649,0.5544471829728287
3525805,2022,100.0,100.0,9.6,100.0,1.17,551.8,17.5,22.6,2005.0,2005.0,0.0,77.63273705480557,442.0,202.0,0.0,0.22367262945194422
3503505,2022,61.5,61.5,25.78,0.0,19.21,513.7,8.0,8.0,1200.0,1200.0,0.0,36.4362112410905,642.0,2.0,0.0,0.635637887589095
3534807,2022,99.83,99.83,47.11,100.0,11.28,449.9,46.0,44.2,3328.0,3304.0,223639.0,85.50871344010386,326.0,318.0,0.008429023820063107,0.14369139160299418
3533254,2022,91.0,91.0,88.89,100.0,0.0,517.5,27.0,27.0,1446.0,1446.0,0.0,92.42638268925933,129.0,515.0,0.0,0.07573617310740677
3514601,2022,100.0,100.0,80.0,100.0,38.0,171.1,49.6,41.55,3672.0,3672.0,248898.58,90.37285481852577,192.0,452.0,0.00938106528646561,0.09536832304004535
